modelID,type,accountID,isMain,isSAR
13,fan_in,36,False,False
13,fan_in,56,False,False
13,fan_in,11,False,False
13,fan_in,8,False,False
13,fan_in,50,False,False
13,fan_in,554,False,False
14,fan_in,98,True,False
14,fan_in,106,False,False
14,fan_in,16,False,False
14,fan_in,17,False,False
14,fan_in,10,False,False
14,fan_in,20,False,False
15,fan_in,22,True,False
15,fan_in,107,False,False
15,fan_in,23,False,False
15,fan_in,322,False,False
15,fan_in,81,False,False
15,fan_in,294,False,False
15,fan_in,108,False,False
15,fan_in,36,False,False
15,fan_in,64,False,False
15,fan_in,100,False,False
15,fan_in,654,False,False
15,fan_in,21,False,False
16,fan_in,47,True,False
16,fan_in,13,False,False
16,fan_in,1005,False,False
16,fan_in,57,False,False
16,fan_in,177,False,False
16,fan_in,43,False,False
16,fan_in,325,False,False
16,fan_in,25,False,False
16,fan_in,277,False,False
16,fan_in,958,False,False
16,fan_in,334,False,False
16,fan_in,340,False,False
16,fan_in,11,False,False
16,fan_in,56,False,False
16,fan_in,32,False,False
16,fan_in,1044,False,False
16,fan_in,103,False,False
16,fan_in,867,False,False
16,fan_in,1034,False,False
17,fan_in,91,True,False
17,fan_in,116,False,False
17,fan_in,27,False,False
17,fan_in,30,False,False
17,fan_in,8,False,False
18,fan_in,82,True,False
18,fan_in,26,False,False
18,fan_in,25,False,False
18,fan_in,30,False,False
18,fan_in,410,False,False
18,fan_in,42,False,False
18,fan_in,74,False,False
18,fan_in,87,False,False
18,fan_in,20,False,False
18,fan_in,269,False,False
18,fan_in,279,False,False
18,fan_in,54,False,False
18,fan_in,44,False,False
18,fan_in,89,False,False
18,fan_in,1409,False,False
18,fan_in,24,False,False
18,fan_in,31,False,False
18,fan_in,65,False,False
18,fan_in,37,False,False
18,fan_in,9,False,False
19,fan_in,44,True,False
19,fan_in,83,False,False
19,fan_in,176,False,False
19,fan_in,21,False,False
19,fan_in,23,False,False
19,fan_in,31,False,False
19,fan_in,117,False,False
19,fan_in,857,False,False
19,fan_in,33,False,False
19,fan_in,17,False,False
19,fan_in,6,False,False
19,fan_in,10,False,False
19,fan_in,13,False,False
19,fan_in,26,False,False
20,forward,27,True,False
20,forward,991,False,False
20,forward,328,False,False
21,forward,72,True,False
21,forward,640,False,False
21,forward,739,False,False
22,forward,95,True,False
22,forward,15,False,False
22,forward,142,False,False
23,forward,40,True,False
23,forward,54,False,False
23,forward,318,False,False
24,forward,32,True,False
24,forward,389,False,False
24,forward,71,False,False
25,forward,45,True,False
25,forward,101,False,False
25,forward,18,False,False
26,forward,103,True,False
26,forward,54,False,False
26,forward,1,False,False
27,forward,34,True,False
27,forward,215,False,False
27,forward,39,False,False
28,forward,16,True,False
28,forward,28,False,False
28,forward,1030,False,False
29,forward,68,True,False
29,forward,52,False,False
29,forward,75,False,False
30,mutual,42,True,False
30,mutual,46,False,False
31,mutual,52,True,False
31,mutual,29,False,False
32,mutual,99,True,False
32,mutual,15,False,False
33,mutual,57,True,False
33,mutual,22,False,False
34,mutual,45,True,False
34,mutual,20,False,False
35,mutual,78,True,False
35,mutual,321,False,False
36,mutual,16,True,False
36,mutual,19,False,False
37,mutual,3,True,False
37,mutual,35,False,False
38,mutual,32,True,False
38,mutual,31,False,False
39,mutual,55,True,False
39,mutual,59,False,False
40,periodical,13,True,False
40,periodical,54,False,False
41,periodical,21,True,False
41,periodical,30,False,False
42,periodical,37,True,False
42,periodical,35,False,False
43,periodical,24,True,False
43,periodical,38,False,False
44,periodical,36,True,False
44,periodical,19,False,False
45,periodical,64,True,False
45,periodical,19,False,False
46,periodical,27,True,False
46,periodical,16,False,False
47,periodical,30,True,False
47,periodical,23,False,False
48,periodical,17,True,False
48,periodical,15,False,False
49,periodical,22,True,False
49,periodical,28,False,False
50,single,0,True,False
50,single,124,False,False
51,single,0,True,False
51,single,28,False,False
52,single,1,True,False
52,single,341,False,False
53,single,1,True,False
53,single,1347,False,False
54,single,1,True,False
54,single,27,False,False
55,single,1,True,False
55,single,246,False,False
56,single,1,True,False
56,single,24,False,False
57,single,1,True,False
57,single,15,False,False
58,single,1,True,False
58,single,13,False,False
59,single,1,True,False
59,single,55,False,False
60,single,1,True,False
60,single,125,False,False
61,single,1,True,False
61,single,63,False,False
62,single,2,True,False
62,single,30,False,False
63,single,2,True,False
63,single,115,False,False
64,single,2,True,False
64,single,17,False,False
65,single,2,True,False
65,single,76,False,False
66,single,2,True,False
66,single,18,False,False
67,single,2,True,False
67,single,45,False,False
68,single,2,True,False
68,single,726,False,False
69,single,2,True,False
69,single,43,False,False
70,single,2,True,False
70,single,23,False,False
71,single,2,True,False
71,single,22,False,False
72,single,3,True,False
72,single,17,False,False
73,single,3,True,False
73,single,17,False,False
74,single,3,True,False
74,single,66,False,False
75,single,3,True,False
75,single,20,False,False
76,single,3,True,False
76,single,83,False,False
77,single,3,True,False
77,single,26,False,False
78,single,3,True,False
78,single,85,False,False
79,single,3,True,False
79,single,104,False,False
80,single,3,True,False
80,single,14,False,False
81,single,3,True,False
81,single,14,False,False
82,single,3,True,False
82,single,1063,False,False
83,single,3,True,False
83,single,16,False,False
84,single,3,True,False
84,single,77,False,False
85,single,3,True,False
85,single,77,False,False
86,single,3,True,False
86,single,235,False,False
87,single,3,True,False
87,single,7,False,False
88,single,3,True,False
88,single,56,False,False
89,single,3,True,False
89,single,27,False,False
90,single,3,True,False
90,single,130,False,False
91,single,3,True,False
91,single,18,False,False
92,single,3,True,False
92,single,375,False,False
93,single,3,True,False
93,single,31,False,False
94,single,3,True,False
94,single,42,False,False
95,single,3,True,False
95,single,88,False,False
96,single,3,True,False
96,single,45,False,False
97,single,3,True,False
97,single,45,False,False
98,single,3,True,False
98,single,45,False,False
99,single,3,True,False
99,single,61,False,False
100,single,3,True,False
100,single,50,False,False
101,single,3,True,False
101,single,11,False,False
102,single,3,True,False
102,single,19,False,False
103,single,3,True,False
103,single,10,False,False
104,single,3,True,False
104,single,10,False,False
105,single,3,True,False
105,single,10,False,False
106,single,3,True,False
106,single,231,False,False
107,single,3,True,False
107,single,982,False,False
108,single,3,True,False
108,single,345,False,False
109,single,3,True,False
109,single,22,False,False
110,single,3,True,False
110,single,279,False,False
111,single,3,True,False
111,single,34,False,False
112,single,3,True,False
112,single,183,False,False
113,single,3,True,False
113,single,224,False,False
114,single,3,True,False
114,single,464,False,False
115,single,3,True,False
115,single,276,False,False
116,single,3,True,False
116,single,65,False,False
117,single,3,True,False
117,single,48,False,False
118,single,3,True,False
118,single,48,False,False
119,single,3,True,False
119,single,29,False,False
120,single,3,True,False
120,single,29,False,False
121,single,4,True,False
121,single,38,False,False
122,single,4,True,False
122,single,38,False,False
123,single,4,True,False
123,single,41,False,False
124,single,4,True,False
124,single,98,False,False
125,single,4,True,False
125,single,19,False,False
126,single,4,True,False
126,single,21,False,False
127,single,4,True,False
127,single,21,False,False
128,single,4,True,False
128,single,3,False,False
129,single,4,True,False
129,single,3,False,False
130,single,4,True,False
130,single,371,False,False
131,single,4,True,False
131,single,49,False,False
132,single,4,True,False
132,single,293,False,False
133,single,4,True,False
133,single,29,False,False
134,single,4,True,False
134,single,24,False,False
135,single,4,True,False
135,single,24,False,False
136,single,4,True,False
136,single,68,False,False
137,single,4,True,False
137,single,252,False,False
138,single,4,True,False
138,single,64,False,False
139,single,4,True,False
139,single,528,False,False
140,single,4,True,False
140,single,1014,False,False
141,single,4,True,False
141,single,53,False,False
142,single,4,True,False
142,single,706,False,False
143,single,4,True,False
143,single,54,False,False
144,single,4,True,False
144,single,54,False,False
145,single,4,True,False
145,single,63,False,False
146,single,4,True,False
146,single,875,False,False
147,single,4,True,False
147,single,719,False,False
148,single,4,True,False
148,single,385,False,False
149,single,4,True,False
149,single,28,False,False
150,single,4,True,False
150,single,100,False,False
151,single,4,True,False
151,single,100,False,False
152,single,4,True,False
152,single,1208,False,False
153,single,4,True,False
153,single,32,False,False
154,single,4,True,False
154,single,56,False,False
155,single,4,True,False
155,single,2,False,False
156,single,4,True,False
156,single,1413,False,False
157,single,4,True,False
157,single,136,False,False
158,single,4,True,False
158,single,155,False,False
159,single,4,True,False
159,single,951,False,False
160,single,4,True,False
160,single,85,False,False
161,single,4,True,False
161,single,367,False,False
162,single,4,True,False
162,single,33,False,False
163,single,4,True,False
163,single,116,False,False
164,single,4,True,False
164,single,247,False,False
165,single,4,True,False
165,single,5,False,False
166,single,4,True,False
166,single,168,False,False
167,single,4,True,False
167,single,27,False,False
168,single,4,True,False
168,single,16,False,False
169,single,4,True,False
169,single,40,False,False
170,single,4,True,False
170,single,18,False,False
171,single,5,True,False
171,single,90,False,False
172,single,5,True,False
172,single,40,False,False
173,single,5,True,False
173,single,20,False,False
174,single,5,True,False
174,single,49,False,False
175,single,5,True,False
175,single,49,False,False
176,single,5,True,False
176,single,22,False,False
177,single,5,True,False
177,single,22,False,False
178,single,5,True,False
178,single,459,False,False
179,single,5,True,False
179,single,143,False,False
180,single,5,True,False
180,single,964,False,False
181,single,5,True,False
181,single,964,False,False
182,single,5,True,False
182,single,14,False,False
183,single,5,True,False
183,single,14,False,False
184,single,5,True,False
184,single,14,False,False
185,single,5,True,False
185,single,42,False,False
186,single,5,True,False
186,single,27,False,False
187,single,5,True,False
187,single,61,False,False
188,single,5,True,False
188,single,334,False,False
189,single,5,True,False
189,single,15,False,False
190,single,5,True,False
190,single,76,False,False
191,single,5,True,False
191,single,317,False,False
192,single,5,True,False
192,single,548,False,False
193,single,5,True,False
193,single,33,False,False
194,single,5,True,False
194,single,917,False,False
195,single,5,True,False
195,single,388,False,False
196,single,5,True,False
196,single,653,False,False
197,single,5,True,False
197,single,81,False,False
198,single,5,True,False
198,single,26,False,False
199,single,5,True,False
199,single,183,False,False
200,single,5,True,False
200,single,94,False,False
201,single,5,True,False
201,single,2,False,False
202,single,5,True,False
202,single,57,False,False
203,single,5,True,False
203,single,34,False,False
204,single,5,True,False
204,single,363,False,False
205,single,5,True,False
205,single,17,False,False
206,single,5,True,False
206,single,17,False,False
207,single,5,True,False
207,single,309,False,False
208,single,5,True,False
208,single,18,False,False
209,single,5,True,False
209,single,723,False,False
210,single,5,True,False
210,single,51,False,False
211,single,5,True,False
211,single,120,False,False
212,single,5,True,False
212,single,24,False,False
213,single,5,True,False
213,single,226,False,False
214,single,5,True,False
214,single,486,False,False
215,single,5,True,False
215,single,155,False,False
216,single,5,True,False
216,single,35,False,False
217,single,5,True,False
217,single,10,False,False
218,single,5,True,False
218,single,327,False,False
219,single,5,True,False
219,single,104,False,False
220,single,5,True,False
220,single,64,False,False
221,single,6,True,False
221,single,139,False,False
222,single,6,True,False
222,single,66,False,False
223,single,6,True,False
223,single,51,False,False
224,single,6,True,False
224,single,19,False,False
225,single,6,True,False
225,single,288,False,False
226,single,6,True,False
226,single,20,False,False
227,single,6,True,False
227,single,20,False,False
228,single,6,True,False
228,single,20,False,False
229,single,6,True,False
229,single,717,False,False
230,single,6,True,False
230,single,38,False,False
231,single,6,True,False
231,single,38,False,False
232,single,6,True,False
232,single,477,False,False
233,single,6,True,False
233,single,100,False,False
234,single,6,True,False
234,single,29,False,False
235,single,6,True,False
235,single,14,False,False
236,single,6,True,False
236,single,14,False,False
237,single,6,True,False
237,single,10,False,False
238,single,6,True,False
238,single,10,False,False
239,single,6,True,False
239,single,46,False,False
240,single,6,True,False
240,single,46,False,False
241,single,6,True,False
241,single,42,False,False
242,single,6,True,False
242,single,42,False,False
243,single,6,True,False
243,single,603,False,False
244,single,6,True,False
244,single,7,False,False
245,single,6,True,False
245,single,18,False,False
246,single,6,True,False
246,single,226,False,False
247,single,6,True,False
247,single,8,False,False
248,single,6,True,False
248,single,75,False,False
249,single,6,True,False
249,single,94,False,False
250,single,6,True,False
250,single,1041,False,False
251,single,6,True,False
251,single,1181,False,False
252,single,6,True,False
252,single,109,False,False
253,single,6,True,False
253,single,705,False,False
254,single,6,True,False
254,single,70,False,False
255,single,6,True,False
255,single,70,False,False
256,single,6,True,False
256,single,173,False,False
257,single,6,True,False
257,single,41,False,False
258,single,6,True,False
258,single,23,False,False
259,single,6,True,False
259,single,23,False,False
260,single,6,True,False
260,single,1011,False,False
261,single,6,True,False
261,single,11,False,False
262,single,6,True,False
262,single,11,False,False
263,single,6,True,False
263,single,11,False,False
264,single,6,True,False
264,single,36,False,False
265,single,6,True,False
265,single,59,False,False
266,single,6,True,False
266,single,660,False,False
267,single,6,True,False
267,single,48,False,False
268,single,6,True,False
268,single,48,False,False
269,single,6,True,False
269,single,24,False,False
270,single,6,True,False
270,single,24,False,False
271,single,6,True,False
271,single,33,False,False
272,single,6,True,False
272,single,17,False,False
273,single,6,True,False
273,single,96,False,False
274,single,6,True,False
274,single,118,False,False
275,single,6,True,False
275,single,118,False,False
276,single,6,True,False
276,single,52,False,False
277,single,6,True,False
277,single,12,False,False
278,single,6,True,False
278,single,169,False,False
279,single,6,True,False
279,single,1326,False,False
280,single,6,True,False
280,single,1320,False,False
281,single,6,True,False
281,single,746,False,False
282,single,6,True,False
282,single,21,False,False
283,single,6,True,False
283,single,37,False,False
284,single,6,True,False
284,single,56,False,False
285,single,6,True,False
285,single,69,False,False
286,single,6,True,False
286,single,54,False,False
287,single,6,True,False
287,single,88,False,False
288,single,6,True,False
288,single,45,False,False
289,single,6,True,False
289,single,553,False,False
290,single,6,True,False
290,single,327,False,False
291,single,6,True,False
291,single,25,False,False
292,single,6,True,False
292,single,22,False,False
293,single,6,True,False
293,single,22,False,False
294,single,6,True,False
294,single,32,False,False
295,single,6,True,False
295,single,399,False,False
296,single,6,True,False
296,single,60,False,False
297,single,6,True,False
297,single,85,False,False
298,single,6,True,False
298,single,337,False,False
299,single,6,True,False
299,single,28,False,False
300,single,6,True,False
300,single,191,False,False
301,single,7,True,False
301,single,48,False,False
302,single,7,True,False
302,single,41,False,False
303,single,7,True,False
303,single,85,False,False
304,single,7,True,False
304,single,85,False,False
305,single,7,True,False
305,single,116,False,False
306,single,7,True,False
306,single,27,False,False
307,single,7,True,False
307,single,8,False,False
308,single,7,True,False
308,single,8,False,False
309,single,7,True,False
309,single,13,False,False
310,single,7,True,False
310,single,96,False,False
311,single,7,True,False
311,single,95,False,False
312,single,7,True,False
312,single,571,False,False
313,single,7,True,False
313,single,19,False,False
314,single,7,True,False
314,single,19,False,False
315,single,7,True,False
315,single,19,False,False
316,single,7,True,False
316,single,19,False,False
317,single,7,True,False
317,single,341,False,False
318,single,7,True,False
318,single,31,False,False
319,single,7,True,False
319,single,31,False,False
320,single,7,True,False
320,single,359,False,False
321,single,7,True,False
321,single,454,False,False
322,single,7,True,False
322,single,20,False,False
323,single,7,True,False
323,single,722,False,False
324,single,7,True,False
324,single,368,False,False
325,single,7,True,False
325,single,25,False,False
326,single,7,True,False
326,single,25,False,False
327,single,7,True,False
327,single,1255,False,False
328,single,7,True,False
328,single,636,False,False
329,single,7,True,False
329,single,143,False,False
330,single,7,True,False
330,single,568,False,False
331,single,7,True,False
331,single,286,False,False
332,single,7,True,False
332,single,314,False,False
333,single,7,True,False
333,single,22,False,False
334,single,7,True,False
334,single,36,False,False
335,single,7,True,False
335,single,146,False,False
336,single,7,True,False
336,single,239,False,False
337,single,7,True,False
337,single,35,False,False
338,single,7,True,False
338,single,42,False,False
339,single,7,True,False
339,single,330,False,False
340,single,7,True,False
340,single,23,False,False
341,single,7,True,False
341,single,76,False,False
342,single,7,True,False
342,single,44,False,False
343,single,7,True,False
343,single,327,False,False
344,single,7,True,False
344,single,279,False,False
345,single,7,True,False
345,single,24,False,False
346,single,7,True,False
346,single,24,False,False
347,single,7,True,False
347,single,24,False,False
348,single,7,True,False
348,single,56,False,False
349,single,7,True,False
349,single,3,False,False
350,single,7,True,False
350,single,105,False,False
351,single,7,True,False
351,single,339,False,False
352,single,7,True,False
352,single,763,False,False
353,single,7,True,False
353,single,59,False,False
354,single,7,True,False
354,single,89,False,False
355,single,7,True,False
355,single,34,False,False
356,single,7,True,False
356,single,12,False,False
357,single,7,True,False
357,single,12,False,False
358,single,7,True,False
358,single,12,False,False
359,single,7,True,False
359,single,12,False,False
360,single,7,True,False
360,single,60,False,False
361,single,7,True,False
361,single,70,False,False
362,single,7,True,False
362,single,470,False,False
363,single,7,True,False
363,single,362,False,False
364,single,7,True,False
364,single,139,False,False
365,single,7,True,False
365,single,139,False,False
366,single,7,True,False
366,single,18,False,False
367,single,7,True,False
367,single,308,False,False
368,single,7,True,False
368,single,53,False,False
369,single,7,True,False
369,single,648,False,False
370,single,7,True,False
370,single,33,False,False
371,single,7,True,False
371,single,654,False,False
372,single,7,True,False
372,single,249,False,False
373,single,7,True,False
373,single,450,False,False
374,single,7,True,False
374,single,47,False,False
375,single,7,True,False
375,single,1245,False,False
376,single,7,True,False
376,single,69,False,False
377,single,7,True,False
377,single,925,False,False
378,single,7,True,False
378,single,86,False,False
379,single,7,True,False
379,single,16,False,False
380,single,7,True,False
380,single,29,False,False
381,single,7,True,False
381,single,349,False,False
382,single,8,True,False
382,single,664,False,False
383,single,8,True,False
383,single,21,False,False
384,single,8,True,False
384,single,21,False,False
385,single,8,True,False
385,single,21,False,False
386,single,8,True,False
386,single,85,False,False
387,single,8,True,False
387,single,29,False,False
388,single,8,True,False
388,single,81,False,False
389,single,8,True,False
389,single,1329,False,False
390,single,8,True,False
390,single,56,False,False
391,single,8,True,False
391,single,56,False,False
392,single,8,True,False
392,single,1029,False,False
393,single,8,True,False
393,single,27,False,False
394,single,8,True,False
394,single,27,False,False
395,single,8,True,False
395,single,286,False,False
396,single,8,True,False
396,single,75,False,False
397,single,8,True,False
397,single,22,False,False
398,single,8,True,False
398,single,44,False,False
399,single,8,True,False
399,single,44,False,False
400,single,8,True,False
400,single,30,False,False
401,single,8,True,False
401,single,30,False,False
402,single,8,True,False
402,single,336,False,False
403,single,8,True,False
403,single,927,False,False
404,single,8,True,False
404,single,191,False,False
405,single,8,True,False
405,single,17,False,False
406,single,8,True,False
406,single,23,False,False
407,single,8,True,False
407,single,7,False,False
408,single,8,True,False
408,single,7,False,False
409,single,8,True,False
409,single,345,False,False
410,single,8,True,False
410,single,252,False,False
411,single,8,True,False
411,single,57,False,False
412,single,8,True,False
412,single,77,False,False
413,single,8,True,False
413,single,18,False,False
414,single,8,True,False
414,single,343,False,False
415,single,8,True,False
415,single,10,False,False
416,single,8,True,False
416,single,10,False,False
417,single,8,True,False
417,single,988,False,False
418,single,8,True,False
418,single,483,False,False
419,single,8,True,False
419,single,62,False,False
420,single,8,True,False
420,single,48,False,False
421,single,8,True,False
421,single,1084,False,False
422,single,8,True,False
422,single,58,False,False
423,single,8,True,False
423,single,25,False,False
424,single,8,True,False
424,single,25,False,False
425,single,8,True,False
425,single,52,False,False
426,single,8,True,False
426,single,79,False,False
427,single,8,True,False
427,single,987,False,False
428,single,8,True,False
428,single,43,False,False
429,single,8,True,False
429,single,227,False,False
430,single,8,True,False
430,single,38,False,False
431,single,8,True,False
431,single,251,False,False
432,single,8,True,False
432,single,953,False,False
433,single,8,True,False
433,single,76,False,False
434,single,8,True,False
434,single,112,False,False
435,single,8,True,False
435,single,39,False,False
436,single,8,True,False
436,single,39,False,False
437,single,8,True,False
437,single,705,False,False
438,single,8,True,False
438,single,33,False,False
439,single,8,True,False
439,single,113,False,False
440,single,8,True,False
440,single,613,False,False
441,single,8,True,False
441,single,49,False,False
442,single,8,True,False
442,single,49,False,False
443,single,8,True,False
443,single,11,False,False
444,single,8,True,False
444,single,137,False,False
445,single,8,True,False
445,single,50,False,False
446,single,8,True,False
446,single,539,False,False
447,single,8,True,False
447,single,111,False,False
448,single,8,True,False
448,single,69,False,False
449,single,8,True,False
449,single,36,False,False
450,single,8,True,False
450,single,51,False,False
451,single,8,True,False
451,single,28,False,False
452,single,8,True,False
452,single,248,False,False
453,single,8,True,False
453,single,1321,False,False
454,single,8,True,False
454,single,223,False,False
455,single,8,True,False
455,single,171,False,False
456,single,8,True,False
456,single,9,False,False
457,single,8,True,False
457,single,105,False,False
458,single,8,True,False
458,single,31,False,False
459,single,8,True,False
459,single,124,False,False
460,single,9,True,False
460,single,61,False,False
461,single,9,True,False
461,single,61,False,False
462,single,9,True,False
462,single,25,False,False
463,single,9,True,False
463,single,25,False,False
464,single,9,True,False
464,single,714,False,False
465,single,9,True,False
465,single,344,False,False
466,single,9,True,False
466,single,67,False,False
467,single,9,True,False
467,single,77,False,False
468,single,9,True,False
468,single,725,False,False
469,single,9,True,False
469,single,32,False,False
470,single,9,True,False
470,single,32,False,False
471,single,9,True,False
471,single,276,False,False
472,single,9,True,False
472,single,245,False,False
473,single,9,True,False
473,single,108,False,False
474,single,9,True,False
474,single,38,False,False
475,single,9,True,False
475,single,38,False,False
476,single,9,True,False
476,single,40,False,False
477,single,9,True,False
477,single,29,False,False
478,single,9,True,False
478,single,29,False,False
479,single,9,True,False
479,single,83,False,False
480,single,9,True,False
480,single,669,False,False
481,single,9,True,False
481,single,175,False,False
482,single,9,True,False
482,single,102,False,False
483,single,9,True,False
483,single,13,False,False
484,single,9,True,False
484,single,13,False,False
485,single,9,True,False
485,single,48,False,False
486,single,9,True,False
486,single,48,False,False
487,single,9,True,False
487,single,48,False,False
488,single,9,True,False
488,single,34,False,False
489,single,9,True,False
489,single,149,False,False
490,single,9,True,False
490,single,87,False,False
491,single,9,True,False
491,single,153,False,False
492,single,9,True,False
492,single,457,False,False
493,single,9,True,False
493,single,71,False,False
494,single,9,True,False
494,single,36,False,False
495,single,9,True,False
495,single,12,False,False
496,single,9,True,False
496,single,7,False,False
497,single,9,True,False
497,single,7,False,False
498,single,9,True,False
498,single,7,False,False
499,single,9,True,False
499,single,7,False,False
500,single,9,True,False
500,single,20,False,False
501,single,9,True,False
501,single,136,False,False
502,single,9,True,False
502,single,15,False,False
503,single,9,True,False
503,single,35,False,False
504,single,9,True,False
504,single,1218,False,False
505,single,9,True,False
505,single,101,False,False
506,single,9,True,False
506,single,22,False,False
507,single,9,True,False
507,single,22,False,False
508,single,9,True,False
508,single,1201,False,False
509,single,9,True,False
509,single,16,False,False
510,single,9,True,False
510,single,39,False,False
511,single,9,True,False
511,single,8,False,False
512,single,9,True,False
512,single,89,False,False
513,single,9,True,False
513,single,84,False,False
514,single,9,True,False
514,single,439,False,False
515,single,9,True,False
515,single,302,False,False
516,single,9,True,False
516,single,131,False,False
517,single,9,True,False
517,single,57,False,False
518,single,9,True,False
518,single,338,False,False
519,single,9,True,False
519,single,26,False,False
520,single,9,True,False
520,single,26,False,False
521,single,9,True,False
521,single,45,False,False
522,single,9,True,False
522,single,1336,False,False
523,single,9,True,False
523,single,178,False,False
524,single,9,True,False
524,single,202,False,False
525,single,9,True,False
525,single,673,False,False
526,single,9,True,False
526,single,110,False,False
527,single,9,True,False
527,single,976,False,False
528,single,9,True,False
528,single,27,False,False
529,single,9,True,False
529,single,1010,False,False
530,single,9,True,False
530,single,65,False,False
531,single,9,True,False
531,single,65,False,False
532,single,9,True,False
532,single,124,False,False
533,single,9,True,False
533,single,328,False,False
534,single,9,True,False
534,single,198,False,False
535,single,9,True,False
535,single,451,False,False
536,single,9,True,False
536,single,19,False,False
537,single,9,True,False
